,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
934,沈阳,https://sy.lianjia.com/ershoufang/102105918982.html,3室2厅1厨2卫,中楼层 (共28层),167.89㎡,平层,132.18㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-08-18,商品房,2019-11-27,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
935,沈阳,https://sy.lianjia.com/ershoufang/102105990986.html,2室2厅1厨1卫,中楼层 (共34层),95.89㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-09-09,商品房,2015-01-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
936,沈阳,https://sy.lianjia.com/ershoufang/102104614797.html,2室2厅1厨1卫,高楼层 (共6层),103.44㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯一户,集中供暖,无,2021-07-16,商品房,2012-01-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
937,沈阳,https://sy.lianjia.com/ershoufang/102105984513.html,2室1厅1厨1卫,中楼层 (共18层),70㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,八梯三户,集中供暖,有,2022-09-07,商品房,2019-06-27,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
938,沈阳,https://sy.lianjia.com/ershoufang/102105723619.html,1室1厅1厨1卫,高楼层 (共25层),61.04㎡,平层,39.67㎡,板塔结合,东南,钢混结构,精装,四梯十四户,集中供暖,有,2022-06-28,商品房,2018-08-21,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
939,沈阳,https://sy.lianjia.com/ershoufang/102105573543.html,2室1厅1厨1卫,高楼层 (共24层),55.88㎡,平层,42.63㎡,板楼,西 南,钢混结构,精装,两梯四户,集中供暖,有,2022-05-20,商品房,2017-01-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
940,沈阳,https://sy.lianjia.com/ershoufang/102106192101.html,2室2厅1厨1卫,中楼层 (共34层),86㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-11-10,商品房,2020-09-10,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 工商银行 客户偿还
                              ",已上传房本照片,
941,沈阳,https://sy.lianjia.com/ershoufang/102105716951.html,2室1厅1厨1卫,中楼层 (共24层),87.61㎡,平层,70㎡,板楼,东南,钢混结构,精装,两梯四户,集中供暖,有,2022-06-26,商品房,2019-07-09,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,
942,沈阳,https://sy.lianjia.com/ershoufang/102105482917.html,2室1厅1厨1卫,中楼层 (共18层),64.23㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-04-21,商品房,2019-08-31,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
943,沈阳,https://sy.lianjia.com/ershoufang/102106207291.html,1室0厅1厨1卫,低楼层 (共18层),36.48㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯八户,集中供暖,有,2022-11-16,商品房,2018-03-16,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
944,沈阳,https://sy.lianjia.com/ershoufang/102106113398.html,3室2厅1厨2卫,低楼层 (共18层),119.65㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-10-16,商品房,2020-12-15,普通住宅,暂无数据,共有,"
                                有抵押 50万元 业主自还
                              ",已上传房本照片,
945,沈阳,https://sy.lianjia.com/ershoufang/102105601013.html,2室2厅1厨1卫,低楼层 (共33层),82.02㎡,平层,60.84㎡,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-05-27,商品房,2019-01-14,普通住宅,暂无数据,非共有,"
                                有抵押 55万元
                              ",已上传房本照片,
946,沈阳,https://sy.lianjia.com/ershoufang/102105932462.html,2室1厅1厨1卫,中楼层 (共7层),89.92㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2022-08-22,商品房,2018-07-17,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 兴业 客户偿还
                              ",已上传房本照片,
947,沈阳,https://sy.lianjia.com/ershoufang/102105890886.html,2室1厅1厨1卫,高楼层 (共34层),86.25㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-08-11,商品房,2017-07-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
948,沈阳,https://sy.lianjia.com/ershoufang/102105726932.html,2室2厅1厨1卫,低楼层 (共32层),82.17㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-06-29,商品房,2013-05-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
949,沈阳,https://sy.lianjia.com/ershoufang/102105503670.html,2室1厅1厨1卫,中楼层 (共31层),77.26㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,一梯三户,集中供暖,有,2022-04-30,商品房,2017-03-17,普通住宅,满五年,非共有,"
                                有抵押 21万元 公积金 客户偿还
                              ",已上传房本照片,
950,沈阳,https://sy.lianjia.com/ershoufang/102106063366.html,2室1厅1厨1卫,中楼层 (共18层),80.83㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-09-30,商品房,2013-12-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
951,沈阳,https://sy.lianjia.com/ershoufang/102105997518.html,1室1厅1厨1卫,中楼层 (共33层),63.97㎡,平层,暂无数据,塔楼,西,钢混结构,精装,三梯十户,集中供暖,有,2022-09-12,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 20万元 公积金 客户偿还
                              ",未上传房本照片,
952,沈阳,https://sy.lianjia.com/ershoufang/102104399676.html,2室1厅1厨1卫,中楼层 (共16层),59.11㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,两梯三户,集中供暖,有,2021-05-30,商品房,2015-12-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
953,沈阳,https://sy.lianjia.com/ershoufang/102105267503.html,2室2厅1厨1卫,高楼层 (共29层),81.16㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-02-08,商品房,2019-04-19,普通住宅,暂无数据,共有,"
                                有抵押 5万元 建设银行 业主自还
                              ",已上传房本照片,
954,沈阳,https://sy.lianjia.com/ershoufang/102106033863.html,2室1厅1厨1卫,高楼层 (共21层),88.24㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-09-22,商品房,2017-09-22,普通住宅,满五年,共有,"
                                有抵押 45万元 客户偿还
                              ",已上传房本照片,
955,沈阳,https://sy.lianjia.com/ershoufang/102104167757.html,2室1厅1厨1卫,中楼层 (共6层),80.35㎡,平层,暂无数据,板楼,东 南 北,砖混结构,简装,一梯两户,集中供暖,暂无数据,2021-04-10,商品房,2008-06-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
956,沈阳,https://sy.lianjia.com/ershoufang/102105163110.html,2室1厅1厨1卫,低楼层 (共33层),74.26㎡,平层,52.21㎡,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2021-12-11,商品房,2019-04-18,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
957,沈阳,https://sy.lianjia.com/ershoufang/102105811616.html,2室1厅1厨1卫,中楼层 (共8层),41.93㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,无,2022-07-20,商品房,2010-07-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
958,沈阳,https://sy.lianjia.com/ershoufang/102105895402.html,2室1厅1厨1卫,中楼层 (共6层),81.38㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2022-08-12,商品房,2019-11-29,普通住宅,暂无数据,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,
959,沈阳,https://sy.lianjia.com/ershoufang/102105533342.html,2室1厅1厨1卫,低楼层 (共32层),83.73㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-05-10,商品房,2015-06-30,普通住宅,满五年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,
960,沈阳,https://sy.lianjia.com/ershoufang/102104822741.html,2室2厅1厨1卫,低楼层 (共28层),87.42㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2021-09-02,商品房,2019-04-28,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
961,沈阳,https://sy.lianjia.com/ershoufang/102102731297.html,2室1厅1厨1卫,中楼层 (共5层),43.75㎡,复式,暂无数据,塔楼,南,钢混结构,简装,三梯十九户,集中供暖,有,2020-05-08,商品房,2013-03-27,商住两用,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
962,沈阳,https://sy.lianjia.com/ershoufang/102106136767.html,2室2厅1厨1卫,高楼层 (共27层),78.51㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-23,商品房,2018-07-09,普通住宅,暂无数据,非共有,"
                                有抵押 28万元 40 客户偿还
                              ",已上传房本照片,
963,沈阳,https://sy.lianjia.com/ershoufang/102106106184.html,2室1厅1厨1卫,中楼层 (共33层),88.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-14,商品房,2017-04-05,普通住宅,满五年,共有,"
                                有抵押 10万元 公积金 业主自还
                              ",已上传房本照片,
964,沈阳,https://sy.lianjia.com/ershoufang/102103267154.html,2室1厅1厨1卫,高楼层 (共6层),65.15㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2020-08-22,商品房,2020-06-11,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
965,沈阳,https://sy.lianjia.com/ershoufang/102105699301.html,2室1厅1厨1卫,高楼层 (共15层),75.29㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-06-21,商品房,2014-03-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
966,沈阳,https://sy.lianjia.com/ershoufang/102106000394.html,2室1厅1厨1卫,高楼层 (共26层),87.76㎡,平层,暂无数据,板楼,东南 北,砖混结构,简装,一梯两户,集中供暖,有,2022-09-13,商品房,2013-05-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
967,沈阳,https://sy.lianjia.com/ershoufang/102106064044.html,3室1厅1厨1卫,高楼层 (共18层),129.29㎡,平层,暂无数据,板楼,北 南,钢混结构,其他,两梯四户,集中供暖,有,2022-09-30,商品房,2019-01-10,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",已上传房本照片,
968,沈阳,https://sy.lianjia.com/ershoufang/102105248062.html,1室1厅1厨1卫,中楼层 (共31层),51.99㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-01-18,商品房,2016-01-19,普通住宅,满五年,非共有,"
                                有抵押 60万元 60 客户偿还
                              ",已上传房本照片,
969,沈阳,https://sy.lianjia.com/ershoufang/102105491452.html,2室1厅1厨1卫,低楼层 (共34层),87.09㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,十二梯两户,集中供暖,有,2022-04-24,商品房,2019-09-24,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,
